program,tool_id,item,vendor,lead_time_days_planned,lead_time_days_actual,expedite_spend_usd,expedite_reason,need_by_date,promise_date,received_date
Orion-Ramp,T-OR-08,Gas Box,VendorE,24,57,4195.07,Missing parts,2026-04-12,2026-04-06,2026-04-13
Atlas-Sustaining,T-AT-10,Pressure Transducer,VendorB,68,77,0.0,,2025-09-26,2025-09-28,
Orion-Ramp,T-OR-03,Chiller,VendorA,152,152,12407.87,Capacity constraint,2026-02-22,2026-03-02,2026-03-31
Atlas-Sustaining,T-AT-07,Vac Pump,VendorB,153,160,0.0,,2025-07-20,2025-07-10,2025-08-06
Orion-Ramp,T-OR-07,Gas Box,VendorF,31,111,0.0,,2026-03-19,2026-03-03,
Helios-NewBay,T-HE-03,Harness,VendorF,64,63,10073.54,Supplier expedite,2026-03-31,2026-03-24,2026-04-12
Phoenix-ETD,T-PH-01,RF Gen,VendorF,21,52,0.0,,2026-02-26,2026-02-17,
Phoenix-ETD,T-PH-08,Chiller,VendorE,166,169,12093.04,Rework,2025-07-22,2025-06-19,2025-07-09
Orion-Ramp,T-OR-08,Pressure Transducer,VendorD,104,95,0.0,,2025-10-20,2025-09-16,2025-10-14
Atlas-Sustaining,T-AT-01,Gas Box,VendorB,155,165,0.0,,2026-02-19,2026-03-07,
Orion-Ramp,T-OR-01,Gas Box,VendorA,64,38,0.0,,2026-01-26,2025-12-18,
Phoenix-ETD,T-PH-02,Tool Frame,VendorF,80,113,0.0,,2025-09-23,2025-09-27,
Orion-Ramp,T-OR-10,Pressure Transducer,VendorE,29,41,0.0,,2025-11-28,2025-11-29,
Phoenix-ETD,T-PH-03,Pressure Transducer,VendorF,136,192,0.0,,2025-08-10,2025-07-14,
Phoenix-ETD,T-PH-08,Tool Frame,VendorA,84,86,12894.26,Air freight,2025-09-03,2025-08-24,2025-08-23
Atlas-Sustaining,T-AT-06,Valve Manifold,VendorE,104,132,0.0,,2026-02-09,2026-01-17,2026-01-22
Phoenix-ETD,T-PH-03,Chiller,VendorB,89,107,0.0,,2026-06-03,2026-05-22,2026-06-09
Orion-Ramp,T-OR-05,Sensors Kit,VendorC,174,150,0.0,,2025-09-12,2025-09-28,2025-10-01
Phoenix-ETD,T-PH-09,Vac Pump,VendorA,53,19,0.0,,2025-12-17,2025-12-08,
Atlas-Sustaining,T-AT-02,Chiller,VendorB,164,173,0.0,,2026-05-07,2026-05-04,2026-05-16
Atlas-Sustaining,T-AT-08,Sensors Kit,VendorD,74,44,0.0,,2026-03-21,2026-03-18,2026-03-23
Phoenix-ETD,T-PH-08,Harness,VendorD,52,11,0.0,,2026-06-10,2026-05-07,
Orion-Ramp,T-OR-03,Valve Manifold,VendorE,171,169,9689.42,Missing parts,2025-09-29,2025-09-18,2025-10-05
Phoenix-ETD,T-PH-09,Gas Box,VendorD,179,148,0.0,,2025-10-22,2025-09-25,2025-09-23
Phoenix-ETD,T-PH-02,Valve Manifold,VendorE,33,54,0.0,,2026-03-06,2026-03-16,
Phoenix-ETD,T-PH-08,Chiller,VendorD,120,155,0.0,,2025-09-29,2025-09-21,2025-10-19
Phoenix-ETD,T-PH-03,Gas Box,VendorB,178,237,0.0,,2025-10-27,2025-11-06,2025-11-19
Atlas-Sustaining,T-AT-07,Valve Manifold,VendorC,77,84,0.0,,2026-06-08,2026-05-24,
Phoenix-ETD,T-PH-01,RF Gen,VendorB,36,17,0.0,,2025-11-24,2025-12-10,
Atlas-Sustaining,T-AT-07,Gas Box,VendorB,168,166,0.0,,2025-12-07,2025-11-08,2025-11-14
Atlas-Sustaining,T-AT-08,Tool Frame,VendorE,73,78,0.0,,2025-08-04,2025-07-14,2025-07-15
Helios-NewBay,T-HE-09,MFC,VendorE,140,140,0.0,,2025-12-31,2026-01-11,2026-01-27
Atlas-Sustaining,T-AT-07,Chiller,VendorB,145,132,0.0,,2026-01-04,2026-01-19,2026-02-01
Orion-Ramp,T-OR-03,Chiller,VendorC,49,60,0.0,,2025-12-27,2025-12-10,
Nova-Upgrade,T-NO-06,Gas Box,VendorE,29,80,0.0,,2026-05-13,2026-04-09,
Nova-Upgrade,T-NO-02,MFC,VendorB,32,102,0.0,,2026-01-15,2025-12-27,2026-01-12
Nova-Upgrade,T-NO-05,RF Gen,VendorF,87,167,0.0,,2025-10-07,2025-08-30,
Phoenix-ETD,T-PH-10,MFC,VendorC,67,91,0.0,,2025-07-24,2025-08-03,2025-08-17
Atlas-Sustaining,T-AT-03,Harness,VendorF,28,31,0.0,,2026-01-09,2025-12-11,2025-12-21
Phoenix-ETD,T-PH-07,Tool Frame,VendorF,38,60,0.0,,2026-02-18,2026-02-17,2026-02-09
Atlas-Sustaining,T-AT-01,Vac Pump,VendorE,175,159,2976.31,Capacity constraint,2026-01-20,2026-02-07,2026-03-06
Helios-NewBay,T-HE-04,Sensors Kit,VendorC,168,164,0.0,,2026-05-17,2026-04-10,2026-04-09
Nova-Upgrade,T-NO-03,Harness,VendorA,23,48,0.0,,2026-05-26,2026-06-05,2026-06-18
Orion-Ramp,T-OR-10,Vac Pump,VendorA,179,189,0.0,,2025-12-22,2025-12-07,2025-12-26
Atlas-Sustaining,T-AT-06,Chiller,VendorB,87,97,0.0,,2025-09-03,2025-08-08,
Atlas-Sustaining,T-AT-10,Vac Pump,VendorD,84,106,0.0,,2025-12-29,2025-11-22,2025-12-18
Atlas-Sustaining,T-AT-05,Harness,VendorC,177,170,0.0,,2025-09-23,2025-09-24,
Phoenix-ETD,T-PH-09,Gas Box,VendorF,91,88,0.0,,2025-07-16,2025-06-19,
Orion-Ramp,T-OR-08,Valve Manifold,VendorB,169,167,0.0,,2025-08-29,2025-08-13,2025-08-12
Phoenix-ETD,T-PH-05,Pressure Transducer,VendorB,96,93,8491.09,Priority build,2026-01-01,2025-11-26,2025-12-13
Nova-Upgrade,T-NO-02,Pressure Transducer,VendorE,71,67,0.0,,2026-04-16,2026-03-13,2026-03-05
Atlas-Sustaining,T-AT-10,Vac Pump,VendorA,47,27,762.32,Rework,2025-09-04,2025-09-18,
Atlas-Sustaining,T-AT-01,Pressure Transducer,VendorC,36,58,0.0,,2026-05-08,2026-05-14,2026-06-04
Phoenix-ETD,T-PH-04,Chiller,VendorE,103,72,0.0,,2025-12-24,2025-12-19,2026-01-03
Nova-Upgrade,T-NO-05,Vac Pump,VendorF,154,184,0.0,,2026-06-12,2026-05-17,2026-05-16
Phoenix-ETD,T-PH-02,Tool Frame,VendorF,60,63,3754.5,Priority build,2025-10-15,2025-09-20,2025-10-08
Orion-Ramp,T-OR-02,Pressure Transducer,VendorA,92,158,3474.34,Missing parts,2025-10-25,2025-10-01,2025-10-19
Phoenix-ETD,T-PH-04,Sensors Kit,VendorB,110,160,0.0,,2025-09-02,2025-09-11,2025-09-21
Phoenix-ETD,T-PH-04,MFC,VendorB,53,22,3627.55,Late ECO,2025-12-06,2025-12-17,2025-12-22
Helios-NewBay,T-HE-06,MFC,VendorC,52,68,0.0,,2026-01-05,2026-01-01,2026-01-04
Orion-Ramp,T-OR-07,Harness,VendorC,144,174,7140.31,Capacity constraint,2025-08-10,2025-07-12,
Atlas-Sustaining,T-AT-03,MFC,VendorF,61,83,0.0,,2026-02-02,2026-01-25,2026-02-06
Atlas-Sustaining,T-AT-02,Gas Box,VendorD,50,76,0.0,,2026-01-06,2025-12-06,
Nova-Upgrade,T-NO-04,RF Gen,VendorB,159,180,0.0,,2026-05-19,2026-04-30,2026-05-29
Helios-NewBay,T-HE-07,Gas Box,VendorE,63,94,0.0,,2026-05-09,2026-04-22,2026-04-14
Orion-Ramp,T-OR-02,Control Cabinet,VendorC,143,103,2782.29,Supplier expedite,2025-09-23,2025-09-15,
Orion-Ramp,T-OR-07,Tool Frame,VendorF,48,52,0.0,,2025-11-21,2025-11-05,2025-10-27
Nova-Upgrade,T-NO-01,Sensors Kit,VendorE,43,8,0.0,,2026-04-06,2026-03-28,2026-03-23
Helios-NewBay,T-HE-04,Harness,VendorA,174,209,8492.32,Priority build,2026-02-24,2026-01-26,2026-02-15
Nova-Upgrade,T-NO-10,Valve Manifold,VendorA,147,183,0.0,,2026-06-18,2026-05-24,2026-05-20
Nova-Upgrade,T-NO-06,Valve Manifold,VendorF,161,160,0.0,,2026-01-14,2025-12-24,2026-01-22
Orion-Ramp,T-OR-04,Control Cabinet,VendorD,162,167,0.0,,2025-12-11,2025-11-26,2025-11-29
Atlas-Sustaining,T-AT-02,Tool Frame,VendorA,131,107,0.0,,2025-08-21,2025-08-02,
Atlas-Sustaining,T-AT-05,MFC,VendorE,90,127,5191.79,Priority build,2026-05-01,2026-05-05,2026-05-30
Helios-NewBay,T-HE-09,Tool Frame,VendorF,136,139,0.0,,2026-02-14,2026-02-24,2026-03-02
Phoenix-ETD,T-PH-02,Vac Pump,VendorF,73,84,0.0,,2025-12-23,2025-12-17,2026-01-10
Nova-Upgrade,T-NO-07,Tool Frame,VendorD,167,210,5627.87,Supplier expedite,2026-05-16,2026-05-07,2026-05-10
Atlas-Sustaining,T-AT-02,MFC,VendorA,129,188,6777.95,Rework,2026-02-20,2026-02-06,2026-01-30
Phoenix-ETD,T-PH-09,Chiller,VendorE,149,158,0.0,,2026-04-19,2026-04-05,2026-03-28
Phoenix-ETD,T-PH-04,MFC,VendorE,27,30,0.0,,2025-12-20,2025-11-26,
Orion-Ramp,T-OR-03,Chiller,VendorC,93,92,1564.55,Capacity constraint,2026-06-25,2026-06-10,
Phoenix-ETD,T-PH-10,Control Cabinet,VendorC,27,37,0.0,,2026-03-05,2026-02-19,2026-03-02
Nova-Upgrade,T-NO-02,Pressure Transducer,VendorF,102,117,17205.46,Supplier expedite,2026-02-27,2026-03-13,2026-03-09
Orion-Ramp,T-OR-07,MFC,VendorA,52,18,0.0,,2026-03-04,2026-02-14,
Orion-Ramp,T-OR-09,Gas Box,VendorD,80,90,0.0,,2025-10-25,2025-10-24,2025-11-17
Atlas-Sustaining,T-AT-07,MFC,VendorA,119,56,5987.61,Late ECO,2026-04-26,2026-03-23,2026-04-14
Orion-Ramp,T-OR-02,Gas Box,VendorB,53,41,3935.92,Capacity constraint,2026-03-21,2026-02-24,2026-03-07
Helios-NewBay,T-HE-09,Gas Box,VendorF,129,120,0.0,,2025-08-21,2025-07-25,
Atlas-Sustaining,T-AT-06,Vac Pump,VendorA,172,209,0.0,,2025-11-08,2025-11-20,2025-11-27
Helios-NewBay,T-HE-02,Tool Frame,VendorF,61,31,0.0,,2025-10-01,2025-09-28,2025-09-19
Atlas-Sustaining,T-AT-07,Gas Box,VendorC,22,92,0.0,,2025-08-16,2025-09-01,2025-08-23
Helios-NewBay,T-HE-09,Pressure Transducer,VendorC,79,67,0.0,,2026-01-27,2026-01-09,2026-01-21
Nova-Upgrade,T-NO-02,Chiller,VendorB,44,18,0.0,,2026-02-16,2026-02-12,
Nova-Upgrade,T-NO-09,Pressure Transducer,VendorC,98,92,2909.96,Air freight,2026-01-27,2026-01-31,2026-02-24
Orion-Ramp,T-OR-05,Pressure Transducer,VendorE,94,133,0.0,,2025-10-20,2025-11-08,2025-11-07
Helios-NewBay,T-HE-08,Tool Frame,VendorD,58,48,0.0,,2026-03-02,2026-02-08,2026-02-21
Phoenix-ETD,T-PH-07,Pressure Transducer,VendorB,112,92,0.0,,2026-06-12,2026-07-02,2026-07-17
Phoenix-ETD,T-PH-08,Pressure Transducer,VendorA,43,16,0.0,,2026-06-14,2026-05-09,
Atlas-Sustaining,T-AT-09,Pressure Transducer,VendorA,29,8,0.0,,2026-01-12,2026-01-20,
Atlas-Sustaining,T-AT-10,Gas Box,VendorC,128,171,0.0,,2026-04-27,2026-03-27,
Helios-NewBay,T-HE-09,MFC,VendorE,109,151,0.0,,2025-07-29,2025-08-02,
Nova-Upgrade,T-NO-01,Gas Box,VendorB,127,96,3301.1,Air freight,2026-02-14,2026-03-06,2026-03-11
Helios-NewBay,T-HE-06,RF Gen,VendorA,148,166,0.0,,2025-07-11,2025-06-21,
Nova-Upgrade,T-NO-06,Sensors Kit,VendorE,42,98,0.0,,2026-02-09,2026-02-24,2026-03-17
Helios-NewBay,T-HE-07,Sensors Kit,VendorD,99,166,11136.43,Priority build,2025-07-18,2025-07-25,2025-08-05
Atlas-Sustaining,T-AT-01,Vac Pump,VendorC,115,132,0.0,,2026-06-02,2026-05-18,2026-06-02
Helios-NewBay,T-HE-08,Vac Pump,VendorA,52,104,0.0,,2026-01-30,2026-01-01,
Nova-Upgrade,T-NO-10,Sensors Kit,VendorA,141,163,678.66,Supplier expedite,2025-10-15,2025-09-09,
Orion-Ramp,T-OR-04,Tool Frame,VendorF,112,102,0.0,,2026-06-15,2026-07-05,
Helios-NewBay,T-HE-02,Gas Box,VendorA,179,182,0.0,,2026-04-10,2026-04-17,2026-05-01
Nova-Upgrade,T-NO-03,Control Cabinet,VendorF,158,166,12504.42,Air freight,2025-07-16,2025-08-05,
Phoenix-ETD,T-PH-02,Vac Pump,VendorA,164,196,0.0,,2026-03-21,2026-02-11,2026-03-08
Nova-Upgrade,T-NO-04,Control Cabinet,VendorC,78,54,5418.85,Late ECO,2025-10-09,2025-09-20,
Orion-Ramp,T-OR-04,Control Cabinet,VendorE,111,80,0.0,,2025-11-26,2025-12-04,2025-12-19
Nova-Upgrade,T-NO-02,MFC,VendorA,42,48,0.0,,2025-11-06,2025-11-10,2025-11-01
Orion-Ramp,T-OR-10,Vac Pump,VendorA,151,207,0.0,,2026-02-23,2026-02-07,2026-02-06
Phoenix-ETD,T-PH-03,Vac Pump,VendorB,66,73,0.0,,2025-12-20,2025-11-18,2025-12-06
Helios-NewBay,T-HE-10,Harness,VendorE,61,111,0.0,,2026-04-12,2026-04-05,
Orion-Ramp,T-OR-08,Chiller,VendorA,69,129,0.0,,2025-09-19,2025-10-08,
Nova-Upgrade,T-NO-01,Chiller,VendorE,99,97,0.0,,2025-08-28,2025-08-13,2025-08-11
Orion-Ramp,T-OR-07,Control Cabinet,VendorF,45,87,0.0,,2025-11-30,2025-10-26,2025-10-18
Atlas-Sustaining,T-AT-05,MFC,VendorD,115,170,0.0,,2025-12-24,2025-12-24,2025-12-21
Phoenix-ETD,T-PH-09,RF Gen,VendorE,142,138,955.09,Rework,2026-05-08,2026-05-25,2026-06-08
Helios-NewBay,T-HE-07,Harness,VendorF,102,127,0.0,,2025-11-05,2025-11-01,
Phoenix-ETD,T-PH-03,RF Gen,VendorC,151,198,0.0,,2025-10-12,2025-09-19,
Orion-Ramp,T-OR-07,Chiller,VendorC,63,107,3581.59,Rework,2025-10-23,2025-11-02,2025-11-08
Nova-Upgrade,T-NO-09,Harness,VendorE,43,27,1029.42,Rework,2026-02-18,2026-02-13,2026-03-02
Helios-NewBay,T-HE-09,RF Gen,VendorE,173,195,0.0,,2026-04-11,2026-03-28,2026-04-04
Orion-Ramp,T-OR-05,Harness,VendorE,53,78,5287.14,Missing parts,2026-06-14,2026-05-31,2026-06-17
Phoenix-ETD,T-PH-09,MFC,VendorD,63,102,0.0,,2025-11-16,2025-12-04,2025-12-19
Orion-Ramp,T-OR-06,Control Cabinet,VendorF,160,95,0.0,,2026-05-15,2026-05-05,2026-05-01
Atlas-Sustaining,T-AT-05,RF Gen,VendorD,126,118,653.44,Priority build,2026-02-17,2026-02-08,
Nova-Upgrade,T-NO-05,RF Gen,VendorD,176,107,10358.43,Supplier expedite,2026-03-15,2026-03-12,2026-03-11
Orion-Ramp,T-OR-05,Control Cabinet,VendorF,117,82,0.0,,2026-05-12,2026-05-12,2026-05-03
Nova-Upgrade,T-NO-07,Valve Manifold,VendorE,145,197,1529.16,Supplier expedite,2025-09-08,2025-09-25,2025-10-02
Atlas-Sustaining,T-AT-08,Chiller,VendorA,94,140,4193.65,Capacity constraint,2025-11-03,2025-10-08,2025-11-06
Nova-Upgrade,T-NO-08,RF Gen,VendorE,65,132,0.0,,2025-12-10,2025-12-21,
Nova-Upgrade,T-NO-08,Sensors Kit,VendorB,179,124,0.0,,2026-01-10,2026-01-08,2026-02-05
Helios-NewBay,T-HE-01,Sensors Kit,VendorA,55,109,0.0,,2025-09-09,2025-08-23,2025-08-30
Orion-Ramp,T-OR-07,Gas Box,VendorB,79,108,0.0,,2026-02-26,2026-01-31,2026-01-22
Nova-Upgrade,T-NO-03,Pressure Transducer,VendorB,35,61,0.0,,2025-11-15,2025-11-30,
Atlas-Sustaining,T-AT-07,Control Cabinet,VendorC,142,112,0.0,,2025-11-24,2025-11-13,2025-11-19
Phoenix-ETD,T-PH-08,Control Cabinet,VendorB,69,83,0.0,,2026-03-27,2026-04-12,2026-05-07
Atlas-Sustaining,T-AT-06,Gas Box,VendorA,21,48,0.0,,2026-03-20,2026-03-22,
Orion-Ramp,T-OR-02,RF Gen,VendorB,55,8,0.0,,2025-08-26,2025-08-19,2025-08-11
Phoenix-ETD,T-PH-01,Gas Box,VendorC,109,88,0.0,,2026-03-16,2026-03-28,2026-04-11
Atlas-Sustaining,T-AT-06,MFC,VendorF,91,141,761.28,Missing parts,2026-06-24,2026-05-19,2026-05-11
Phoenix-ETD,T-PH-04,Tool Frame,VendorB,171,222,233.0,Priority build,2025-07-08,2025-06-20,2025-07-05
Orion-Ramp,T-OR-07,Valve Manifold,VendorB,151,154,0.0,,2026-03-14,2026-03-15,2026-03-30
Atlas-Sustaining,T-AT-05,Sensors Kit,VendorF,96,118,10982.39,Capacity constraint,2026-06-07,2026-05-13,2026-05-23
Orion-Ramp,T-OR-06,Sensors Kit,VendorA,59,100,0.0,,2026-01-19,2026-01-07,
Nova-Upgrade,T-NO-01,Gas Box,VendorB,171,178,0.0,,2026-06-06,2026-06-24,2026-07-11
Phoenix-ETD,T-PH-08,Harness,VendorD,76,63,5171.64,Air freight,2026-05-08,2026-04-18,2026-04-20
Phoenix-ETD,T-PH-07,Gas Box,VendorA,137,84,0.0,,2025-12-27,2026-01-06,
Phoenix-ETD,T-PH-09,MFC,VendorD,122,122,5594.67,Air freight,2026-05-28,2026-06-03,2026-06-26
Nova-Upgrade,T-NO-04,Vac Pump,VendorC,135,130,0.0,,2025-11-08,2025-10-18,
Orion-Ramp,T-OR-04,Sensors Kit,VendorB,132,170,4482.83,Priority build,2026-02-21,2026-03-01,
Phoenix-ETD,T-PH-09,RF Gen,VendorC,53,65,355.25,Priority build,2026-03-25,2026-02-18,2026-03-07
Orion-Ramp,T-OR-09,Gas Box,VendorE,123,126,0.0,,2026-01-05,2026-01-22,
Orion-Ramp,T-OR-07,Vac Pump,VendorF,37,25,5607.09,Missing parts,2025-10-27,2025-10-19,2025-10-19
Phoenix-ETD,T-PH-09,RF Gen,VendorB,137,119,0.0,,2026-03-12,2026-03-28,
Nova-Upgrade,T-NO-06,Harness,VendorD,57,76,0.0,,2026-04-13,2026-04-11,2026-05-02
Orion-Ramp,T-OR-01,Control Cabinet,VendorE,72,41,12959.78,Late ECO,2026-04-15,2026-03-27,2026-03-27
Phoenix-ETD,T-PH-02,Pressure Transducer,VendorF,147,144,0.0,,2026-01-06,2025-11-29,2025-12-08
Atlas-Sustaining,T-AT-01,RF Gen,VendorE,124,141,823.06,Air freight,2025-10-03,2025-09-27,2025-10-16
Orion-Ramp,T-OR-03,RF Gen,VendorA,133,127,0.0,,2025-11-19,2025-11-05,2025-10-28
Nova-Upgrade,T-NO-10,Sensors Kit,VendorD,132,155,1799.36,Supplier expedite,2025-11-24,2025-10-21,2025-10-29
Nova-Upgrade,T-NO-05,Valve Manifold,VendorE,41,101,2560.18,Missing parts,2026-06-16,2026-06-11,2026-07-06
Phoenix-ETD,T-PH-01,Gas Box,VendorA,39,42,0.0,,2025-07-23,2025-06-20,2025-06-26
Phoenix-ETD,T-PH-01,Tool Frame,VendorC,77,67,2394.24,Supplier expedite,2026-05-23,2026-05-29,2026-06-16
Nova-Upgrade,T-NO-10,Tool Frame,VendorC,79,117,0.0,,2026-06-19,2026-07-04,2026-07-03
Nova-Upgrade,T-NO-06,Valve Manifold,VendorF,151,201,0.0,,2026-04-30,2026-04-19,2026-05-13
Nova-Upgrade,T-NO-07,MFC,VendorA,158,155,15746.54,Air freight,2026-01-16,2026-01-24,2026-02-14
Atlas-Sustaining,T-AT-01,RF Gen,VendorD,83,104,626.96,Missing parts,2025-10-24,2025-10-01,
Atlas-Sustaining,T-AT-06,MFC,VendorC,173,197,5065.4,Late ECO,2025-08-04,2025-07-02,2025-07-20
Atlas-Sustaining,T-AT-01,RF Gen,VendorE,32,8,7293.22,Air freight,2026-05-15,2026-05-15,2026-05-10
Atlas-Sustaining,T-AT-06,Vac Pump,VendorD,33,87,15018.3,Late ECO,2026-06-16,2026-06-23,
Atlas-Sustaining,T-AT-03,Harness,VendorA,22,8,0.0,,2026-02-09,2026-01-17,
Orion-Ramp,T-OR-10,Harness,VendorD,25,16,0.0,,2025-08-01,2025-08-09,
Phoenix-ETD,T-PH-06,Vac Pump,VendorD,41,34,4515.1,Missing parts,2025-08-30,2025-09-10,2025-09-21
Atlas-Sustaining,T-AT-09,MFC,VendorB,118,160,7158.16,Supplier expedite,2025-12-16,2026-01-03,2025-12-25
Orion-Ramp,T-OR-06,Sensors Kit,VendorB,85,108,0.0,,2025-07-29,2025-08-09,
Orion-Ramp,T-OR-10,Valve Manifold,VendorD,82,151,0.0,,2025-09-23,2025-09-24,
Helios-NewBay,T-HE-06,Chiller,VendorD,93,128,8558.48,Air freight,2025-09-28,2025-09-05,2025-08-29
Nova-Upgrade,T-NO-02,RF Gen,VendorC,22,39,0.0,,2026-03-10,2026-03-07,2026-03-16
Phoenix-ETD,T-PH-08,Chiller,VendorA,81,98,0.0,,2026-05-03,2026-05-11,2026-05-22
Helios-NewBay,T-HE-01,Chiller,VendorF,21,60,0.0,,2026-06-01,2026-05-19,2026-05-26
Atlas-Sustaining,T-AT-02,Chiller,VendorD,76,92,0.0,,2025-07-09,2025-06-08,
Helios-NewBay,T-HE-09,Tool Frame,VendorA,63,81,5840.24,Late ECO,2026-06-23,2026-06-18,2026-07-04
Helios-NewBay,T-HE-07,Harness,VendorC,108,122,0.0,,2025-08-06,2025-08-22,
Orion-Ramp,T-OR-09,Chiller,VendorB,94,63,0.0,,2025-08-04,2025-06-28,2025-06-28
Atlas-Sustaining,T-AT-09,RF Gen,VendorF,45,48,0.0,,2026-04-14,2026-04-12,
Orion-Ramp,T-OR-07,MFC,VendorD,34,50,0.0,,2025-07-15,2025-06-12,
Helios-NewBay,T-HE-09,MFC,VendorE,44,39,179.91,Rework,2025-12-20,2025-12-05,2025-12-30
Atlas-Sustaining,T-AT-02,Tool Frame,VendorF,24,8,4421.8,Rework,2026-02-15,2026-02-11,
Phoenix-ETD,T-PH-05,Harness,VendorD,36,50,558.37,Capacity constraint,2026-01-17,2026-01-15,
Nova-Upgrade,T-NO-07,Sensors Kit,VendorC,92,160,0.0,,2025-09-07,2025-08-07,
Nova-Upgrade,T-NO-09,Control Cabinet,VendorD,168,202,0.0,,2025-09-03,2025-07-30,
Atlas-Sustaining,T-AT-10,Control Cabinet,VendorD,122,155,0.0,,2025-07-08,2025-06-06,2025-06-05
Phoenix-ETD,T-PH-10,Tool Frame,VendorB,34,33,0.0,,2026-06-14,2026-06-25,2026-07-02
Helios-NewBay,T-HE-04,Gas Box,VendorA,104,50,0.0,,2025-12-01,2025-12-19,2025-12-19
Nova-Upgrade,T-NO-05,Chiller,VendorA,74,113,0.0,,2025-10-06,2025-10-11,2025-11-09
Phoenix-ETD,T-PH-01,RF Gen,VendorB,171,185,0.0,,2026-03-22,2026-02-12,2026-02-14
Nova-Upgrade,T-NO-01,RF Gen,VendorF,42,46,2122.67,Air freight,2025-08-23,2025-08-17,2025-08-09
Nova-Upgrade,T-NO-02,Pressure Transducer,VendorF,106,123,0.0,,2025-09-15,2025-10-04,
Nova-Upgrade,T-NO-05,Control Cabinet,VendorA,25,56,0.0,,2026-04-30,2026-04-05,2026-04-14
Phoenix-ETD,T-PH-10,Pressure Transducer,VendorE,41,66,0.0,,2026-04-08,2026-03-30,
Orion-Ramp,T-OR-10,MFC,VendorB,39,79,0.0,,2026-06-01,2026-04-30,
Nova-Upgrade,T-NO-06,Harness,VendorF,86,83,0.0,,2025-10-09,2025-10-15,
Atlas-Sustaining,T-AT-10,Vac Pump,VendorB,91,123,17010.63,Rework,2026-04-12,2026-03-22,
Orion-Ramp,T-OR-04,MFC,VendorB,69,78,0.0,,2025-07-26,2025-07-30,2025-08-20
Atlas-Sustaining,T-AT-05,RF Gen,VendorF,154,204,0.0,,2025-12-23,2025-12-05,2025-12-31
Orion-Ramp,T-OR-04,RF Gen,VendorB,33,78,0.0,,2025-09-25,2025-10-03,2025-10-12
Phoenix-ETD,T-PH-10,Vac Pump,VendorF,38,59,0.0,,2025-10-12,2025-09-05,2025-08-27
Orion-Ramp,T-OR-06,Valve Manifold,VendorB,70,88,5563.78,Air freight,2026-05-12,2026-04-30,2026-04-21
Orion-Ramp,T-OR-06,Pressure Transducer,VendorD,65,79,1585.76,Supplier expedite,2026-01-20,2026-01-21,
Orion-Ramp,T-OR-06,Sensors Kit,VendorD,177,220,5361.96,Missing parts,2025-07-15,2025-07-06,2025-07-15
Nova-Upgrade,T-NO-07,MFC,VendorB,21,14,0.0,,2026-03-06,2026-03-08,2026-03-10
Nova-Upgrade,T-NO-03,Harness,VendorA,35,35,3095.38,Air freight,2025-10-26,2025-10-23,
Helios-NewBay,T-HE-01,Vac Pump,VendorA,149,189,0.0,,2025-07-11,2025-06-30,2025-07-25
Atlas-Sustaining,T-AT-04,Tool Frame,VendorC,118,158,4620.99,Priority build,2025-08-25,2025-09-06,2025-09-04
Helios-NewBay,T-HE-01,Gas Box,VendorB,130,120,282.53,Late ECO,2026-03-11,2026-03-29,
Orion-Ramp,T-OR-10,RF Gen,VendorD,81,145,1117.94,Missing parts,2026-02-06,2026-02-03,
Helios-NewBay,T-HE-08,RF Gen,VendorC,72,121,5694.04,Air freight,2026-03-21,2026-02-15,2026-02-14
Nova-Upgrade,T-NO-03,MFC,VendorB,107,128,0.0,,2026-02-20,2026-02-16,2026-02-26
Phoenix-ETD,T-PH-10,Vac Pump,VendorE,43,42,1056.7,Missing parts,2026-03-30,2026-03-21,2026-04-17
Nova-Upgrade,T-NO-02,Control Cabinet,VendorD,160,162,0.0,,2025-09-06,2025-08-04,2025-08-05
Helios-NewBay,T-HE-10,Vac Pump,VendorB,149,145,0.0,,2025-12-23,2026-01-03,2026-01-02
Phoenix-ETD,T-PH-06,Chiller,VendorE,21,31,2618.49,Late ECO,2025-12-18,2025-11-29,2025-11-26
Atlas-Sustaining,T-AT-09,Pressure Transducer,VendorD,162,136,4648.63,Late ECO,2026-01-12,2025-12-10,2025-12-08
Helios-NewBay,T-HE-08,Chiller,VendorC,177,182,0.0,,2026-03-16,2026-03-26,
Nova-Upgrade,T-NO-01,Sensors Kit,VendorB,104,151,0.0,,2026-01-10,2025-12-24,2025-12-22
Phoenix-ETD,T-PH-03,Harness,VendorB,125,179,1513.54,Priority build,2026-05-26,2026-05-20,2026-06-04
Atlas-Sustaining,T-AT-06,Sensors Kit,VendorC,113,114,0.0,,2026-02-26,2026-03-08,2026-03-09
Phoenix-ETD,T-PH-06,MFC,VendorB,36,37,0.0,,2026-01-20,2026-01-14,
Helios-NewBay,T-HE-09,Chiller,VendorC,174,192,0.0,,2026-02-01,2025-12-25,2026-01-10
Orion-Ramp,T-OR-05,Chiller,VendorA,173,179,0.0,,2026-04-15,2026-03-09,
Orion-Ramp,T-OR-06,Vac Pump,VendorB,162,221,0.0,,2026-01-09,2025-12-09,2025-12-14
Orion-Ramp,T-OR-01,Tool Frame,VendorB,124,118,0.0,,2025-09-14,2025-09-21,2025-10-20
Helios-NewBay,T-HE-09,Sensors Kit,VendorD,73,93,0.0,,2025-08-12,2025-08-03,2025-08-07
