program,workstream,tool_id,capex_category,vendor,fiscal_month,planned_spend_usd,actual_spend_usd,forecast_spend_usd,po_date,install_date_planned,install_date_actual,status
Atlas-Sustaining,Facilities,T-AT-01,SpareParts,VendorA,2025-12,82419.0,76991.39,79976.58,2025-12-23,2026-01-15,,Planned
Atlas-Sustaining,Facilities,T-AT-01,Facilities,VendorA,2025-12,55131.0,58780.96,56773.48,2025-12-13,2026-04-02,,Planned
Atlas-Sustaining,Facilities,T-AT-01,IT/Network,VendorA,2025-12,58979.0,57392.07,58264.88,2025-12-14,2026-03-14,2026-03-17,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-01,151633.0,128097.47,141042.01,2024-01-08,2024-02-20,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-01,96511.0,90926.75,93998.09,2024-01-24,2024-05-12,2024-06-08,Installed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-01,216353.0,280735.57,245325.16,2024-01-08,2024-02-19,2024-02-07,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-02,16972.0,15691.28,16395.68,2024-02-07,2024-05-20,2024-05-18,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2024-02,106070.0,121680.77,113094.84,2024-02-22,2024-05-13,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-02,161941.0,90323.0,129712.9,2024-02-03,2024-04-21,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-03,35530.0,34208.7,34935.42,2024-03-19,2024-04-13,,Planned
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-03,131549.0,150488.13,140071.61,2024-03-10,2024-06-08,2024-05-26,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-03,225712.0,258830.36,240615.26,2024-03-23,2024-07-07,2024-07-05,Installed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-04,225502.0,129456.62,182281.58,2024-04-12,2024-07-26,2024-08-10,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2024-04,250348.0,390754.34,313530.85,2024-04-23,2024-05-19,2024-06-05,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-04,109713.0,97038.06,104009.27,2024-04-14,2024-08-01,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-05,54893.0,50696.13,53004.41,2024-05-20,2024-08-24,2024-08-31,Installed
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-05,242958.0,189707.46,218995.26,2024-05-01,2024-09-09,,Planned
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2024-05,38776.0,25312.71,32717.52,2024-05-17,2024-10-03,2024-09-20,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2024-06,175349.0,193758.94,183633.47,2024-06-13,2024-10-05,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-06,223087.0,217354.9,220507.56,2024-06-12,2024-08-12,2024-09-14,Installed
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-06,127696.0,135754.7,131322.42,2024-06-05,2024-09-24,2024-10-15,Installed
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-07,218225.0,192730.92,206752.66,2024-07-18,2024-09-17,2024-10-12,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-07,120863.0,114233.59,117879.76,2024-07-24,2024-10-27,2024-10-13,Installed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-07,14248.0,14752.0,14474.8,2024-07-16,2024-09-23,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-08,19624.0,25163.62,22116.83,2024-08-10,2024-11-27,,Planned
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2024-08,148154.0,165958.76,156166.14,2024-08-11,2024-12-07,2024-12-05,Installed
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-08,47813.0,53663.61,50445.77,2024-08-12,2024-11-23,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2024-09,48808.0,55583.73,51857.08,2024-09-03,2024-11-06,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-09,170716.0,183555.41,176493.73,2024-09-02,2024-11-18,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-09,147008.0,146677.78,146859.4,2024-09-04,2024-12-28,2024-12-21,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-10,242839.0,225477.08,235026.14,2024-10-23,2024-12-16,2024-12-15,Installed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-10,159520.0,124213.22,143631.95,2024-10-04,2024-12-31,2025-01-12,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2024-10,270713.0,313745.19,290077.48,2024-10-21,2025-03-09,2025-02-25,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2024-11,295649.0,275049.78,286379.35,2024-11-07,2025-03-12,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-11,22112.0,22026.39,22073.48,2024-11-21,2025-02-12,,Planned
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2024-11,23613.0,22329.79,23035.56,2024-11-20,2025-03-22,2025-03-28,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2024-12,20183.0,29035.33,24166.55,2024-12-14,2025-04-09,2025-04-10,Installed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2024-12,52115.0,57912.24,54723.76,2024-12-09,2025-03-24,2025-03-26,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2024-12,277349.0,232149.13,257009.06,2024-12-15,2025-04-23,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2025-01,141895.0,159751.55,149930.45,2025-01-12,2025-02-23,2025-03-05,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-01,234891.0,250887.05,242089.22,2025-01-19,2025-03-25,2025-03-13,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-01,287289.0,281315.85,284601.08,2025-01-08,2025-04-16,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2025-02,17046.0,15939.7,16548.17,2025-02-22,2025-04-18,,Planned
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2025-02,228982.0,216393.4,223317.13,2025-02-01,2025-04-30,2025-04-26,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-02,183086.0,170234.65,177302.89,2025-02-22,2025-04-15,2025-04-12,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2025-03,265443.0,253533.19,260083.59,2025-03-09,2025-05-28,2025-05-26,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-03,206916.0,215474.69,210767.41,2025-03-11,2025-05-17,2025-05-20,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-03,58782.0,58164.81,58504.27,2025-03-07,2025-06-26,2025-06-16,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-04,89794.0,77956.48,84467.12,2025-04-20,2025-06-29,2025-07-25,Delayed
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2025-04,203558.0,218713.31,210377.89,2025-04-14,2025-08-07,2025-09-09,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-04,173302.0,163962.05,169099.02,2025-04-05,2025-08-14,2025-08-09,Delayed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-05,228229.0,201450.78,216178.8,2025-05-23,2025-06-20,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2025-05,213659.0,197993.33,206609.45,2025-05-11,2025-06-10,2025-07-04,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-05,27063.0,26708.62,26903.53,2025-05-07,2025-06-16,,Planned
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2025-06,55376.0,57379.31,56277.49,2025-06-03,2025-08-22,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2025-06,58766.0,63188.05,60755.92,2025-06-09,2025-07-19,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-06,239411.0,232564.72,236330.17,2025-06-04,2025-07-27,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-07,213048.0,214030.08,213489.94,2025-07-09,2025-08-17,2025-08-13,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-07,287559.0,293792.04,290363.87,2025-07-23,2025-09-22,2025-10-01,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-07,210475.0,231655.84,220006.38,2025-07-08,2025-10-12,2025-10-20,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2025-08,43905.0,41866.55,42987.7,2025-08-18,2025-11-20,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2025-08,120043.0,106948.65,114150.54,2025-08-03,2025-11-14,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-08,211492.0,225684.38,217878.57,2025-08-21,2025-12-29,,Planned
Atlas-Sustaining,Facilities,T-AT-02,SpareParts,VendorF,2025-09,256796.0,254659.88,255834.75,2025-09-09,2026-01-10,2026-02-05,Delayed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-09,153028.0,122429.93,139258.87,2025-09-06,2025-10-14,2025-10-30,Installed
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-09,282469.0,271147.27,277374.22,2025-09-19,2026-01-02,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2025-10,19869.0,23957.82,21708.97,2025-10-09,2026-02-25,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-10,76287.0,60052.45,68981.45,2025-10-24,2026-02-01,,Planned
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-10,248256.0,237774.16,243539.17,2025-10-21,2026-01-11,2026-01-06,Installed
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-11,48753.0,36972.02,43451.56,2025-11-13,2026-01-27,2026-01-27,Installed
Atlas-Sustaining,Facilities,T-AT-02,Fixtures,VendorF,2025-11,253022.0,254840.21,253840.2,2025-11-20,2026-02-04,2026-02-08,Installed
Atlas-Sustaining,Facilities,T-AT-02,IT/Network,VendorF,2025-11,139330.0,143047.2,141002.74,2025-11-19,2026-03-09,,Planned
Atlas-Sustaining,Facilities,T-AT-02,TestEquipment,VendorF,2025-12,20247.0,19407.81,19869.37,2025-12-25,2026-04-14,2026-04-09,Installed
Atlas-Sustaining,Facilities,T-AT-02,Facilities,VendorF,2025-12,296102.0,272248.13,285367.76,2025-12-14,2026-02-17,,Planned
Atlas-Sustaining,Facilities,T-AT-02,Tooling,VendorF,2025-12,272404.0,258625.67,266203.75,2025-12-24,2026-03-29,2026-04-06,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-01,186068.0,170869.2,179228.54,2024-01-22,2024-04-18,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2024-01,139111.0,96518.02,119944.16,2024-01-20,2024-04-16,2024-05-10,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-01,207128.0,236488.26,220340.12,2024-01-05,2024-03-24,2024-04-19,Installed
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2024-02,68989.0,53095.56,61836.95,2024-02-05,2024-06-09,2024-06-28,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-02,282971.0,333986.18,305927.83,2024-02-18,2024-06-05,2024-07-08,Delayed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2024-02,96580.0,82015.64,90026.04,2024-02-17,2024-06-05,2024-05-28,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-03,113007.0,105472.26,109616.37,2024-03-05,2024-03-26,2024-04-11,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-03,172728.0,154396.89,164479.0,2024-03-22,2024-04-13,2024-03-31,Delayed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-03,228680.0,242965.52,235108.48,2024-03-20,2024-07-07,,Planned
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-04,177479.0,208711.86,191533.79,2024-04-02,2024-07-21,2024-07-22,Installed
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2024-04,149445.0,152490.71,150815.57,2024-04-18,2024-05-30,,Planned
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-04,225350.0,213669.09,220093.59,2024-04-19,2024-06-01,2024-06-25,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-05,122852.0,112897.4,118372.43,2024-05-19,2024-07-03,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-05,127460.0,119922.49,124068.12,2024-05-10,2024-08-05,2024-08-12,Installed
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2024-05,294143.0,308452.84,300582.43,2024-05-14,2024-06-11,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2024-06,108974.0,104977.16,107175.42,2024-06-24,2024-09-02,,Planned
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2024-06,169662.0,156067.84,163544.63,2024-06-24,2024-10-24,,Planned
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-06,125745.0,135175.96,129988.93,2024-06-04,2024-09-11,2024-08-30,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-07,88417.0,92914.28,90440.77,2024-07-11,2024-08-13,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-07,280686.0,266444.96,274277.53,2024-07-21,2024-09-22,,Planned
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-07,56839.0,62056.19,59186.74,2024-07-05,2024-10-10,,Planned
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2024-08,271417.0,235342.55,255183.5,2024-08-04,2024-11-24,2024-11-22,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-08,179905.0,180308.06,180086.38,2024-08-19,2024-10-17,2024-10-24,Installed
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2024-08,127210.0,142591.61,134131.73,2024-08-20,2024-12-25,,Planned
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2024-09,43037.0,47063.8,44849.06,2024-09-12,2024-11-28,2024-12-21,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-09,202897.0,206037.4,204310.18,2024-09-03,2024-12-01,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2024-09,274349.0,250786.13,263745.71,2024-09-13,2024-12-26,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2024-10,288291.0,187562.21,242963.04,2024-10-15,2025-02-07,2025-02-08,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-10,174004.0,170357.63,172363.13,2024-10-11,2024-12-29,,Planned
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2024-10,200359.0,235134.78,216008.1,2024-10-05,2024-11-11,2024-11-23,Delayed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-11,118736.0,130078.33,123840.05,2024-11-07,2025-01-30,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2024-11,180539.0,225231.4,200650.58,2024-11-03,2025-03-20,2025-04-20,Installed
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2024-11,204154.0,236155.9,218554.86,2024-11-16,2025-02-08,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2024-12,154492.0,141174.85,148499.28,2024-12-02,2025-02-22,2025-02-15,Delayed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2024-12,152349.0,112980.53,134633.19,2024-12-15,2025-01-29,2025-01-20,Installed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2024-12,58932.0,50454.88,55117.3,2024-12-19,2025-03-18,,Planned
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-01,242641.0,209349.28,227659.73,2025-01-04,2025-04-16,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-01,282288.0,359014.03,316814.71,2025-01-11,2025-03-29,2025-04-08,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2025-01,238837.0,206681.65,224367.09,2025-01-09,2025-03-31,2025-04-05,Installed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2025-02,266460.0,229133.64,249663.14,2025-02-18,2025-05-12,2025-04-28,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-02,118336.0,123036.84,120451.38,2025-02-12,2025-03-22,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-02,273203.0,334834.97,300937.39,2025-02-17,2025-05-29,2025-06-29,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-03,126926.0,105066.12,117089.05,2025-03-24,2025-06-06,2025-06-02,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2025-03,174781.0,165002.56,170380.7,2025-03-09,2025-04-01,2025-04-09,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-03,151281.0,126715.17,140226.38,2025-03-13,2025-05-02,2025-05-05,Delayed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2025-04,165905.0,185683.27,174805.22,2025-04-19,2025-07-02,2025-06-24,Installed
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-04,199937.0,199157.98,199586.44,2025-04-20,2025-05-31,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-04,251757.0,267966.71,259051.37,2025-04-09,2025-07-15,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-05,64047.0,69831.4,66649.98,2025-05-22,2025-08-01,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-05,54158.0,54905.09,54494.19,2025-05-25,2025-08-28,2025-09-16,Installed
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-05,26630.0,31585.47,28859.96,2025-05-05,2025-06-14,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-06,116795.0,104736.46,111368.66,2025-06-17,2025-10-14,2025-10-18,Delayed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2025-06,264376.0,277363.43,270220.34,2025-06-09,2025-08-25,2025-08-10,Installed
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-06,185351.0,186161.63,185715.78,2025-06-09,2025-10-03,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-07,58819.0,58078.59,58485.82,2025-07-09,2025-11-16,2025-12-18,Delayed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-07,27692.0,27312.3,27521.14,2025-07-02,2025-10-28,2025-10-28,Installed
Atlas-Sustaining,Controls,T-AT-03,Facilities,VendorD,2025-07,87285.0,88539.61,87849.57,2025-07-03,2025-11-01,2025-11-23,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-08,288078.0,296603.68,291914.56,2025-08-19,2025-10-07,2025-10-14,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2025-08,257257.0,300643.26,276780.82,2025-08-07,2025-11-15,2025-11-10,Installed
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-08,167027.0,165675.38,166418.77,2025-08-15,2025-11-16,2025-12-11,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-09,288915.0,275997.06,283101.93,2025-09-16,2025-12-23,2025-12-18,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2025-09,127512.0,113101.88,121027.45,2025-09-24,2025-12-26,,Planned
Atlas-Sustaining,Controls,T-AT-03,Fixtures,VendorD,2025-09,186006.0,194745.88,189938.95,2025-09-21,2025-11-12,2025-12-02,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-10,178662.0,157275.63,169038.14,2025-10-06,2026-02-11,,Planned
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-10,81381.0,77414.22,79595.95,2025-10-07,2026-01-25,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-10,259672.0,291231.99,273874.0,2025-10-16,2026-01-21,2026-01-12,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-11,293837.0,285382.18,290032.33,2025-11-10,2026-01-30,2026-03-05,Installed
Atlas-Sustaining,Controls,T-AT-03,IT/Network,VendorD,2025-11,151120.0,161553.42,155815.04,2025-11-17,2026-02-05,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-11,95163.0,101714.36,98111.11,2025-11-13,2025-12-18,2025-12-28,Installed
Atlas-Sustaining,Controls,T-AT-03,TestEquipment,VendorD,2025-12,44460.0,46212.31,45248.54,2025-12-18,2026-01-15,,Planned
Atlas-Sustaining,Controls,T-AT-03,Tooling,VendorD,2025-12,155565.0,151070.9,153542.66,2025-12-09,2026-04-04,2026-04-13,Installed
Atlas-Sustaining,Controls,T-AT-03,SpareParts,VendorD,2025-12,266647.0,261179.58,264186.66,2025-12-13,2026-04-08,,Planned
Atlas-Sustaining,Hardware,T-AT-04,SpareParts,VendorB,2024-01,12592.0,13102.07,12821.53,2024-01-01,2024-04-28,2024-05-19,Installed
Atlas-Sustaining,Hardware,T-AT-04,IT/Network,VendorB,2024-01,139239.0,191865.26,162920.82,2024-01-25,2024-02-19,2024-02-16,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-01,222130.0,158152.4,193340.08,2024-01-22,2024-05-05,2024-06-06,Installed
Atlas-Sustaining,Hardware,T-AT-04,TestEquipment,VendorB,2024-02,52298.0,51723.93,52039.67,2024-02-15,2024-05-13,2024-05-14,Delayed
Atlas-Sustaining,Hardware,T-AT-04,SpareParts,VendorB,2024-02,164223.0,148646.44,157213.55,2024-02-14,2024-06-26,2024-06-20,Installed
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-02,197795.0,223796.41,209495.63,2024-02-06,2024-03-20,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-03,33206.0,35310.04,34152.82,2024-03-18,2024-07-10,2024-07-26,Delayed
Atlas-Sustaining,Hardware,T-AT-04,IT/Network,VendorB,2024-03,210573.0,139533.55,178605.25,2024-03-02,2024-06-30,2024-06-16,Installed
Atlas-Sustaining,Hardware,T-AT-04,TestEquipment,VendorB,2024-03,168035.0,210628.33,187202.0,2024-03-08,2024-05-19,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-04,250210.0,254535.61,252156.53,2024-04-14,2024-08-14,2024-09-15,Installed
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-04,181105.0,252365.28,213172.13,2024-04-16,2024-06-19,2024-07-09,Installed
Atlas-Sustaining,Hardware,T-AT-04,Facilities,VendorB,2024-04,36267.0,30482.46,33663.96,2024-04-01,2024-08-08,,Planned
Atlas-Sustaining,Hardware,T-AT-04,IT/Network,VendorB,2024-05,128295.0,150702.17,138378.23,2024-05-13,2024-08-16,2024-09-04,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-05,25483.0,25126.51,25322.58,2024-05-18,2024-08-28,2024-08-19,Installed
Atlas-Sustaining,Hardware,T-AT-04,TestEquipment,VendorB,2024-05,169845.0,150719.98,161238.74,2024-05-15,2024-09-30,2024-09-16,Installed
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-06,69596.0,93081.29,80164.38,2024-06-25,2024-10-05,2024-10-08,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-06,13344.0,10610.68,12114.01,2024-06-22,2024-08-26,2024-08-28,Installed
Atlas-Sustaining,Hardware,T-AT-04,Facilities,VendorB,2024-06,215958.0,230723.13,222602.31,2024-06-02,2024-06-25,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-07,290497.0,291029.14,290736.46,2024-07-22,2024-09-07,2024-09-05,Installed
Atlas-Sustaining,Hardware,T-AT-04,SpareParts,VendorB,2024-07,85523.0,84893.76,85239.84,2024-07-21,2024-08-14,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-07,115877.0,126314.07,120573.68,2024-07-08,2024-08-28,,Planned
Atlas-Sustaining,Hardware,T-AT-04,TestEquipment,VendorB,2024-08,18018.0,16666.96,17410.03,2024-08-12,2024-12-13,2024-11-28,Installed
Atlas-Sustaining,Hardware,T-AT-04,Facilities,VendorB,2024-08,253188.0,256569.28,254709.57,2024-08-19,2024-12-23,2024-12-18,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-08,44497.0,40130.72,42532.17,2024-08-02,2024-09-17,2024-09-27,Installed
Atlas-Sustaining,Hardware,T-AT-04,SpareParts,VendorB,2024-09,105739.0,102413.52,104242.53,2024-09-17,2024-11-30,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-09,264092.0,306951.55,283378.8,2024-09-20,2024-11-04,,Planned
Atlas-Sustaining,Hardware,T-AT-04,TestEquipment,VendorB,2024-09,53761.0,51244.64,52628.64,2024-09-20,2024-12-25,2024-12-15,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-10,296929.0,371813.14,330626.86,2024-10-23,2025-03-05,2025-03-14,Installed
Atlas-Sustaining,Hardware,T-AT-04,IT/Network,VendorB,2024-10,237055.0,169551.04,206678.22,2024-10-14,2024-12-30,2024-12-23,Delayed
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-10,145928.0,146624.18,146241.28,2024-10-10,2025-01-11,2025-01-07,Installed
Atlas-Sustaining,Hardware,T-AT-04,IT/Network,VendorB,2024-11,279060.0,361177.36,316012.81,2024-11-04,2025-01-18,2025-02-14,Installed
Atlas-Sustaining,Hardware,T-AT-04,Tooling,VendorB,2024-11,194578.0,154512.62,176548.58,2024-11-14,2025-03-16,2025-03-31,Installed
Atlas-Sustaining,Hardware,T-AT-04,Facilities,VendorB,2024-11,109346.0,83395.27,97668.17,2024-11-02,2025-01-24,2025-02-08,Installed
Atlas-Sustaining,Hardware,T-AT-04,Fixtures,VendorB,2024-12,49289.0,49992.57,49605.61,2024-12-06,2025-01-07,,Planned
Atlas-Sustaining,Hardware,T-AT-04,Facilities,VendorB,2024-12,233444.0,226044.05,230114.02,2024-12-23,2025-03-07,2025-03-31,Installed
